OriginLat,OriginLon,AccessLat,AccessLon,People
39.4252428625833,-105.074734186697,39.4262542724609,-105.074996948242,1
39.4252797806,-105.074294595587,39.4262542724609,-105.074996948242,5
39.4252478923932,-105.074322148162,39.4262542724609,-105.074996948242,2
39.4255869065006,-105.07366121971,39.4254493713379,-105.073631286621,4
39.4269458805641,-105.076228203884,39.4266014099121,-105.075950622559,3
39.426157233358,-105.07560380458,39.4266014099121,-105.075950622559,1
39.4269118721459,-105.075232642022,39.426342010498,-105.074745178223,1
39.42662930263,-105.074340320624,39.426342010498,-105.074745178223,3
39.4262668237543,-105.073485030607,39.4267578125,-105.074012756348,2
39.4264253949418,-105.07226838581,39.4264183044434,-105.072463989258,1
39.4264488122111,-105.072882010155,39.4264183044434,-105.072463989258,2
39.4263330099003,-105.072352920875,39.4264183044434,-105.072463989258,3
39.4270866777799,-105.076166907463,39.427547454834,-105.075866699219,1
39.4277857993704,-105.07559014124,39.427547454834,-105.075866699219,1
39.4273954016833,-105.075437627219,39.4272842407227,-105.07536315918,1
39.4273953051221,-105.074561945269,39.4272842407227,-105.07536315918,1
39.4277110630446,-105.073449841474,39.4274520874023,-105.073791503906,2
39.4286615316308,-105.076380862653,39.4283218383789,-105.076011657715,2
39.4286818836566,-105.075150572061,39.4283752441406,-105.074851989746,2
39.4285961303371,-105.073839180881,39.4283676147461,-105.073638916016,2
39.4285297583032,-105.074200463286,39.4283676147461,-105.073638916016,4
39.4292567725677,-105.076739601002,39.429386138916,-105.076805114746,1
39.4288322519772,-105.076949663346,39.429386138916,-105.076805114746,1
39.4290468503388,-105.077103914345,39.429386138916,-105.076805114746,1
39.4291281986656,-105.076824320292,39.429386138916,-105.076805114746,2
39.4291121410985,-105.077067804088,39.429386138916,-105.076805114746,1
39.4294537604237,-105.07668640828,39.429386138916,-105.076805114746,1
39.4292666689825,-105.077241975491,39.429386138916,-105.076805114746,1
39.4296030869607,-105.075046140716,39.4295845031738,-105.075340270996,1
39.4291314545617,-105.074965669563,39.4295845031738,-105.075340270996,2
39.4292732942605,-105.074601702738,39.4295845031738,-105.075340270996,1
39.4289401881918,-105.073339593889,39.4292602539063,-105.073738098145,5
39.4292375556979,-105.074262860669,39.4292602539063,-105.073738098145,1
39.4302693487633,-105.077516825754,39.4301223754883,-105.076950073242,4
39.4304290339536,-105.074820153891,39.4302215576172,-105.07502746582,2
39.4298077120759,-105.073507012575,39.4299964904785,-105.073844909668,2
39.4312584624136,-105.076015777321,39.4308471679688,-105.075836181641,2
39.4309852747877,-105.076103448594,39.4308471679688,-105.075836181641,1
39.4311353399996,-105.076548285726,39.4308471679688,-105.075836181641,1
39.4314571385688,-105.074630053621,39.4307556152344,-105.075256347656,1
39.4307546590869,-105.074388627002,39.4307556152344,-105.075256347656,5
39.4316250299384,-105.075824942345,39.431884765625,-105.076095581055,4
39.4330357710262,-105.076947299128,39.4328422546387,-105.077125549316,2
39.4339919448614,-105.077625233285,39.4336357116699,-105.077407836914,4
39.4343099596407,-105.078048627964,39.435230255127,-105.078330993652,4
39.4349678273365,-105.07694282729,39.434627532959,-105.07723236084,2
39.4342145377429,-105.076943934832,39.434627532959,-105.07723236084,2
39.4348139964225,-105.077713549345,39.434627532959,-105.07723236084,2
39.4359399239399,-105.080226399934,39.4356384277344,-105.079978942871,2
39.4352418496677,-105.079769851368,39.4358253479004,-105.079887390137,1
39.4351426889847,-105.078935122156,39.4358253479004,-105.079887390137,1
39.4353502163577,-105.07791527771,39.4354858398438,-105.078460693359,2
39.4358483306848,-105.076969765783,39.4355010986328,-105.077293395996,3
39.4368313655967,-105.07974306201,39.4361381530762,-105.079360961914,2
39.4360408772716,-105.07830768095,39.4363098144531,-105.078216552734,2
39.436866847884,-105.077036878444,39.4362449645996,-105.077613830566,3
39.4372936739255,-105.080438758509,39.4375228881836,-105.080764770508,2
39.4377573460867,-105.081194845658,39.4375228881836,-105.080764770508,1
39.4376402312372,-105.080170691666,39.4375228881836,-105.080764770508,1
39.437043388425,-105.078012592275,39.4373092651367,-105.078399658203,3
39.4370053925941,-105.077918306453,39.4373092651367,-105.078399658203,1
39.4384114294853,-105.081104160993,39.4380187988281,-105.080436706543,3
39.438561177208,-105.081169554222,39.4380187988281,-105.080436706543,1
39.4378136583012,-105.079278188237,39.438362121582,-105.07999420166,5
39.4382927794662,-105.080045118331,39.438362121582,-105.07999420166,1
39.4382250701035,-105.078182607653,39.4381828308105,-105.078666687012,4
39.4388947166183,-105.083199990204,39.4393348693848,-105.082313537598,4
39.4390007740925,-105.081439311986,39.4392242431641,-105.081832885742,2
39.4391296532864,-105.080681759812,39.4393310546875,-105.08048248291,2
39.4390680575642,-105.078995951435,39.4391670227051,-105.079238891602,1
39.4395332202812,-105.078949360102,39.4391670227051,-105.079238891602,3
39.4393880816897,-105.078425398413,39.4388465881348,-105.079063415527,1
39.4395246091962,-105.077824375923,39.4388465881348,-105.079063415527,1
39.4400599476913,-105.081339637589,39.4400444030762,-105.081977844238,3
39.4404315856948,-105.080833661944,39.4397659301758,-105.080474853516,1
39.4399538613424,-105.080500190905,39.4397659301758,-105.080474853516,3
39.4398225819294,-105.079804632574,39.4400024414063,-105.079528808594,2
39.4409348989997,-105.081959828232,39.4408645629883,-105.081970214844,2
39.4404854872511,-105.082149799106,39.4408645629883,-105.081970214844,2
39.4405351442601,-105.08026409584,39.44091796875,-105.080696105957,4
39.4406868690857,-105.079287873198,39.4408531188965,-105.079780578613,4
39.4421077717876,-105.081958532079,39.4421119689941,-105.081573486328,2
39.4418646205334,-105.080118628418,39.4418563842773,-105.080604553223,4
39.4418542719951,-105.079284234758,39.44140625,-105.080017089844,1
39.4417170614093,-105.079296047078,39.44140625,-105.080017089844,1
39.4426180475821,-105.082583067358,39.4425315856934,-105.082992553711,2
39.4427654726901,-105.08231858632,39.442554473877,-105.082023620605,1
39.4428392630365,-105.081747331489,39.442554473877,-105.082023620605,4
39.4423761480546,-105.082296503467,39.442554473877,-105.082023620605,3
39.4424766516992,-105.080612195206,39.4427070617676,-105.080657958984,2
39.4432420565478,-105.084706462304,39.4441337585449,-105.083801269531,3
39.4433650339278,-105.082014319301,39.4436378479004,-105.081733703613,2
39.4433683941661,-105.080641914616,39.4435844421387,-105.080543518066,2
39.4439367022926,-105.080470243407,39.4435844421387,-105.080543518066,1
39.4434273202535,-105.080895164521,39.4435844421387,-105.080543518066,1
39.4441990624483,-105.083813985192,39.4441337585449,-105.083801269531,2
39.4443862137147,-105.082615734365,39.4444694519043,-105.082641601563,2
39.4442389614021,-105.081527794725,39.4444351196289,-105.081390380859,2
39.4446614539812,-105.081110464113,39.4440650939941,-105.080368041992,2
39.4443126214702,-105.080907544867,39.4440650939941,-105.080368041992,3
39.4453306440028,-105.084562571758,39.4454154968262,-105.083915710449,4
39.4454824091903,-105.082517202601,39.4453010559082,-105.082893371582,2
39.4452529101556,-105.082788238972,39.4453010559082,-105.082893371582,2
39.4452728948995,-105.081615321251,39.4453887939453,-105.082260131836,1
39.4453099242438,-105.081842672216,39.4453887939453,-105.082260131836,1
39.4461213368327,-105.084679464596,39.4465789794922,-105.084434509277,1
39.4463738930036,-105.083611881798,39.4465789794922,-105.084434509277,2
39.4466314104747,-105.083898555347,39.4465789794922,-105.084434509277,2
39.446086262337,-105.08383572372,39.4465789794922,-105.084434509277,1
39.4465815207095,-105.08283868806,39.4463844299316,-105.082679748535,4
39.4465863440545,-105.081539120165,39.4462203979492,-105.08235168457,1
39.4460694109916,-105.082312938952,39.4462203979492,-105.08235168457,4
39.4463436216737,-105.081770353011,39.4462203979492,-105.08235168457,1
39.4471277014392,-105.083778932035,39.4470596313477,-105.083969116211,2
39.4469829309382,-105.083942188117,39.4470596313477,-105.083969116211,1
39.447469945416,-105.084424534737,39.4470596313477,-105.083969116211,1
39.4470289217961,-105.08466057278,39.4470596313477,-105.083969116211,4
39.4469644133262,-105.083099504341,39.4471778869629,-105.083053588867,4
39.4473748548562,-105.08175637605,39.4472045898438,-105.081771850586,5
39.4476218346522,-105.081896522884,39.4472045898438,-105.081771850586,1
39.4467841551069,-105.080433038768,39.4474983215332,-105.081199645996,4
39.448188624518,-105.08495448154,39.4484100341797,-105.08519744873,3
39.4479253716454,-105.085125001343,39.4484100341797,-105.08519744873,1
39.4482324298999,-105.08482697823,39.4484100341797,-105.08519744873,2
39.4478112731882,-105.08468487949,39.4481315612793,-105.084312438965,4
39.4483257004184,-105.084572574727,39.4481315612793,-105.084312438965,2
39.4481520742861,-105.083480812423,39.4480171203613,-105.083213806152,2
39.4478712218132,-105.082993425938,39.4480171203613,-105.083213806152,1
39.4482066777716,-105.08333005073,39.4480171203613,-105.083213806152,3
39.4477253926878,-105.082684974384,39.4480171203613,-105.083213806152,3
39.4477404620051,-105.081779202382,39.4479293823242,-105.082229614258,2
39.4477098186855,-105.08090159923,39.4478340148926,-105.080581665039,3
39.4483393808968,-105.080895546129,39.4478340148926,-105.080581665039,3
39.4481839367681,-105.07932468965,39.4480514526367,-105.079490661621,4
39.4477715320887,-105.079515781225,39.4480514526367,-105.079490661621,4
39.4481234803465,-105.078749862174,39.4482307434082,-105.078842163086,4
39.4492638620435,-105.085218613867,39.4491424560547,-105.084808349609,1
39.4487720707896,-105.085432224732,39.4491424560547,-105.084808349609,3
39.4489685953227,-105.08401700313,39.4489555358887,-105.084228515625,3
39.4492558279602,-105.084717842573,39.4489555358887,-105.084228515625,3
39.4492529659024,-105.082906285408,39.4488792419434,-105.083206176758,3
39.449032824197,-105.083136461154,39.4488792419434,-105.083206176758,1
39.4486549795413,-105.083423099613,39.4488792419434,-105.083206176758,2
39.4492927366399,-105.07879462661,39.4486885070801,-105.078239440918,4
39.44979133891,-105.084907574393,39.4498596191406,-105.085380554199,5
39.4498191971807,-105.085216398783,39.4498596191406,-105.085380554199,4
39.4495308355968,-105.08492293962,39.4498596191406,-105.085380554199,1
39.4503084915945,-105.084238836124,39.4499053955078,-105.084136962891,4
39.4511004759133,-105.089225160346,39.45068359375,-105.08821105957,3
39.4504247231528,-105.089259426161,39.45068359375,-105.08821105957,3
39.4504104605211,-105.087088909139,39.4509239196777,-105.087692260742,4
39.4510694242499,-105.087432852481,39.4509239196777,-105.087692260742,3
39.4509645536573,-105.088197433709,39.4509239196777,-105.087692260742,2
39.4507415384318,-105.08659038473,39.4505348205566,-105.086013793945,4
39.4510101625454,-105.086268163468,39.4505348205566,-105.086013793945,1
39.4510143793169,-105.086110762006,39.4505348205566,-105.086013793945,1
39.4503648207572,-105.085603154655,39.4506568908691,-105.085571289063,5
39.4504948372732,-105.085840960379,39.4506568908691,-105.085571289063,1
39.450401793202,-105.083725712995,39.4505958557129,-105.084571838379,4
39.4505490426441,-105.084649723254,39.4505958557129,-105.084571838379,5
39.4503541686522,-105.083929057713,39.4505958557129,-105.084571838379,1
39.450341426768,-105.05735829084,39.4512901306152,-105.057373046875,1
39.4509052275111,-105.057338925303,39.4512901306152,-105.057373046875,1
39.4506659478103,-105.057952424638,39.4512901306152,-105.057373046875,2
39.4514757874135,-105.088130611641,39.4517822265625,-105.087409973145,5
39.4514889456839,-105.087088779743,39.4517822265625,-105.087409973145,4
39.4520382072705,-105.087351388926,39.4517822265625,-105.087409973145,1
39.4519894627703,-105.086478936394,39.4516944885254,-105.086441040039,2
39.4517238940594,-105.086311447527,39.4516944885254,-105.086441040039,4
39.4520899017376,-105.084803899685,39.4516525268555,-105.085388183594,1
39.4517080059669,-105.08517838487,39.4516525268555,-105.085388183594,2
39.4521317199356,-105.08542003519,39.4516525268555,-105.085388183594,1
39.4515795530944,-105.085461200663,39.4516525268555,-105.085388183594,2
39.4515099582683,-105.084520294357,39.4515724182129,-105.084838867188,1
39.452033391077,-105.084077165691,39.4515724182129,-105.084838867188,2
39.4515872549898,-105.084574993774,39.4515724182129,-105.084838867188,3
39.4519321425543,-105.078205541449,39.4518013000488,-105.077865600586,3
39.4515208913125,-105.078242140779,39.4518013000488,-105.077865600586,4
39.4516973743889,-105.076848778329,39.4519004821777,-105.077743530273,1
39.4516101168115,-105.077545176637,39.4519004821777,-105.077743530273,5
39.4518806342508,-105.074927673195,39.4520111083984,-105.074523925781,4
39.4516058695937,-105.07416548031,39.4516716003418,-105.073692321777,2
39.4513524992093,-105.073964010737,39.4516716003418,-105.073692321777,2
39.4520331235107,-105.059063164292,39.451732635498,-105.058532714844,2
39.4517307966234,-105.057865689841,39.4512939453125,-105.05744934082,2
39.4520730349105,-105.056133612525,39.4515647888184,-105.056098937988,1
39.4516889917323,-105.05572926099,39.4515647888184,-105.056098937988,1
39.4517496482739,-105.054887379907,39.451961517334,-105.055778503418,1
39.451554188315,-105.055498681703,39.451961517334,-105.055778503418,3
39.4523040321871,-105.087664943946,39.45263671875,-105.087478637695,4
39.4523120117283,-105.087104356609,39.45263671875,-105.087478637695,3
39.4522173545311,-105.08734204171,39.45263671875,-105.087478637695,4
39.4526709783694,-105.087279222145,39.45263671875,-105.087478637695,1
39.4526049374794,-105.086913790295,39.4525871276855,-105.086448669434,3
39.4522959679724,-105.086216216457,39.4525871276855,-105.086448669434,3
39.4528199029036,-105.086512956576,39.4525871276855,-105.086448669434,5
39.4527170298212,-105.086947149242,39.4525871276855,-105.086448669434,1
39.4528265750512,-105.084951652373,39.4525146484375,-105.085479736328,1
39.4528491959978,-105.085849989588,39.4525146484375,-105.085479736328,3
39.4527946571167,-105.085254024508,39.4525146484375,-105.085479736328,2
39.4528744146698,-105.084995057055,39.4525146484375,-105.085479736328,4
39.4527588950588,-105.079391262796,39.4524612426758,-105.079429626465,3
39.4529517877746,-105.079357604484,39.4524612426758,-105.079429626465,1
39.4521347139645,-105.078480937808,39.4525947570801,-105.078315734863,4
39.4525583575986,-105.078392178731,39.4525947570801,-105.078315734863,1
39.4526127002253,-105.076727714115,39.4525146484375,-105.077735900879,4
39.4529109387148,-105.075575444925,39.4527740478516,-105.075729370117,1
39.4521554757226,-105.076205756967,39.4527740478516,-105.075729370117,5
39.45294204036,-105.076083545735,39.4527740478516,-105.075729370117,2
39.4524758935553,-105.075375389936,39.4524841308594,-105.07495880127,5
39.4521470592521,-105.074216885613,39.452033996582,-105.073554992676,2
39.452174035984,-105.071140600974,39.4525451660156,-105.071365356445,1
39.4525287798831,-105.071011044874,39.4525451660156,-105.071365356445,1
39.452629228233,-105.070750507124,39.4523010253906,-105.070701599121,2
39.4522359283236,-105.06500329604,39.4530410766602,-105.065528869629,3
39.4523828148755,-105.06408822507,39.453010559082,-105.06436920166,2
39.4523459078338,-105.063896311063,39.453010559082,-105.06436920166,1
39.4529890297952,-105.063931585729,39.453010559082,-105.06436920166,1
39.4525695038523,-105.062750165155,39.4529762268066,-105.063171386719,3
39.4523503683812,-105.063313660612,39.4529762268066,-105.063171386719,1
39.4526482320501,-105.061784335863,39.4528541564941,-105.061973571777,2
39.4524606762394,-105.0603984082,39.4526329040527,-105.060882568359,3
39.4527802730428,-105.060369528767,39.4526329040527,-105.060882568359,3
39.4522067331916,-105.05964173548,39.4525756835938,-105.059600830078,4
39.4525027990351,-105.054727507859,39.4526290893555,-105.055236816406,1
39.4529336951088,-105.055300030332,39.4526290893555,-105.055236816406,1
39.4537250941257,-105.088002663121,39.4535903930664,-105.087127685547,2
39.4537028290813,-105.087696966167,39.4535903930664,-105.087127685547,4
39.4530855961347,-105.088048620633,39.4535903930664,-105.087127685547,2
39.453820501149,-105.087701550952,39.4535903930664,-105.087127685547,4
39.4530580135071,-105.085926706065,39.4535064697266,-105.086502075195,4
39.4531918453711,-105.086865941189,39.4535064697266,-105.086502075195,3
39.4532275191483,-105.086015155907,39.4535064697266,-105.086502075195,2
39.4539121994694,-105.086599269191,39.4535064697266,-105.086502075195,1
39.4537870968518,-105.086258681373,39.4535064697266,-105.086502075195,2
39.4536357155426,-105.086896481935,39.4535064697266,-105.086502075195,2
39.4539084773497,-105.085122413423,39.4533653259277,-105.085388183594,1
39.4535234519509,-105.084835016134,39.4533653259277,-105.085388183594,1
39.453096071705,-105.084971371007,39.4533653259277,-105.085388183594,3
39.4537313157378,-105.085839350605,39.4533653259277,-105.085388183594,1
39.4534856310658,-105.085548738154,39.4533653259277,-105.085388183594,2
39.4536614419552,-105.078895154144,39.4535484313965,-105.078201293945,5
39.4539205242823,-105.077885692082,39.4535484313965,-105.078201293945,1
39.453289092187,-105.077258540372,39.4537811279297,-105.07738494873,2
39.4533704545408,-105.076549239747,39.4535140991211,-105.075927734375,4
39.453102672702,-105.07635595502,39.4535140991211,-105.075927734375,1
39.4535728829057,-105.075888243307,39.4535140991211,-105.075927734375,3
39.4533392345472,-105.072793200635,39.453483581543,-105.072357177734,3
39.453295642363,-105.072224336341,39.453483581543,-105.072357177734,4
39.4533094945945,-105.071694148291,39.4534454345703,-105.071365356445,4
39.4538894941975,-105.069417204156,39.4538040161133,-105.068954467773,4
39.4536694484355,-105.067765604573,39.4535217285156,-105.067863464355,1
39.4539164702543,-105.067811849387,39.4535217285156,-105.067863464355,2
39.4532542380605,-105.065973770429,39.4530601501465,-105.065673828125,4
39.4536972475783,-105.064255707358,39.4530143737793,-105.064414978027,4
39.4537624237902,-105.063555394272,39.4529838562012,-105.063255310059,2
39.453513084824,-105.062724566678,39.4529838562012,-105.063255310059,2
39.4534329249677,-105.062112348144,39.4528884887695,-105.062149047852,2
39.4533742647473,-105.062296730865,39.4528884887695,-105.062149047852,3
39.4539226545943,-105.059473858425,39.4534759521484,-105.0595703125,2
39.4536408262801,-105.059538547652,39.4534759521484,-105.0595703125,3
39.4532594605923,-105.059409471852,39.4534759521484,-105.0595703125,2
39.4542253546732,-105.089092855128,39.4547576904297,-105.088180541992,2
39.4541275706616,-105.088436302016,39.4547576904297,-105.088180541992,4
39.4543519670172,-105.088908322176,39.4547576904297,-105.088180541992,4
39.4539959217084,-105.087685260215,39.4544258117676,-105.087425231934,2
39.4541838019039,-105.087189207488,39.4544258117676,-105.087425231934,4
39.4542858159571,-105.087328444164,39.4544258117676,-105.087425231934,2
39.4543732903231,-105.087693769647,39.4544258117676,-105.087425231934,3
39.4540142477887,-105.087450765055,39.4544258117676,-105.087425231934,1
39.4540581070815,-105.085976087087,39.4541931152344,-105.086280822754,2
39.4539294756565,-105.086395979302,39.4541931152344,-105.086280822754,3
39.4543653381126,-105.086097603091,39.4541931152344,-105.086280822754,1
39.4545494715182,-105.085999702954,39.4541931152344,-105.086280822754,4
39.4542012981663,-105.085766491885,39.4545516967773,-105.085517883301,3
39.4540120260354,-105.084752963718,39.4545516967773,-105.085517883301,3
39.4540003719897,-105.085313336125,39.4545516967773,-105.085517883301,4
39.4542859514293,-105.085086127714,39.4545516967773,-105.085517883301,2
39.4542770813843,-105.078807914922,39.4542350769043,-105.07820892334,4
39.4542747343276,-105.077870995766,39.4542350769043,-105.07820892334,2
39.4544193033941,-105.076674043286,39.454532623291,-105.07731628418,4
39.4546926683659,-105.077716189901,39.454532623291,-105.07731628418,2
39.4543567153143,-105.076058346412,39.4543647766113,-105.076179504395,4
39.4546403662095,-105.074531392461,39.4545288085938,-105.075576782227,2
39.4546220301337,-105.072901728789,39.4543800354004,-105.072410583496,3
39.45422615396,-105.072530651764,39.4543800354004,-105.072410583496,1
39.4543837521524,-105.070608072831,39.4538192749023,-105.069961547852,4
39.4544573947159,-105.070119942868,39.4538192749023,-105.069961547852,1
39.4546256946398,-105.070631381657,39.4538192749023,-105.069961547852,1
39.4541808079631,-105.068471812852,39.4538383483887,-105.069152832031,2
39.4543271620704,-105.060212942061,39.4543724060059,-105.059539794922,1
39.4540005751989,-105.059519866379,39.4543724060059,-105.059539794922,1
39.4547894016815,-105.054799706441,39.4543609619141,-105.054618835449,4
39.4546698820657,-105.05491637777,39.4543609619141,-105.054618835449,1
39.4542097855115,-105.054903832937,39.4543609619141,-105.054618835449,3
39.4545184518741,-105.053800028032,39.4546356201172,-105.053848266602,2
39.4555902726433,-105.088568442746,39.4554100036621,-105.08812713623,2
39.455402281094,-105.089268891807,39.4554100036621,-105.08812713623,5
39.455151125922,-105.089010466063,39.4554100036621,-105.08812713623,1
39.455639085744,-105.088276792934,39.4554100036621,-105.08812713623,4
39.455141971499,-105.088197674956,39.4552993774414,-105.087532043457,1
39.4548411787753,-105.088111160571,39.4552993774414,-105.087532043457,1
39.4555549489114,-105.087677930699,39.4552993774414,-105.087532043457,3
39.4549108142996,-105.087143778526,39.4552993774414,-105.087532043457,1
39.4551190464885,-105.087492379028,39.4552993774414,-105.087532043457,2
39.4550583048264,-105.087242489033,39.4552993774414,-105.087532043457,3
39.4552954188414,-105.087206836049,39.4552993774414,-105.087532043457,1
39.4551312828704,-105.086782678152,39.455451965332,-105.086624145508,1
39.455502898022,-105.087008814112,39.455451965332,-105.086624145508,3
39.4548884209369,-105.086607909116,39.455451965332,-105.086624145508,1
39.4554321319154,-105.086351654592,39.455451965332,-105.086624145508,1
39.4549826206752,-105.086058698758,39.455451965332,-105.086624145508,2
39.4551642191493,-105.086331192479,39.455451965332,-105.086624145508,2
39.4556836924822,-105.085110184405,39.4555435180664,-105.084953308105,4
39.4555047573459,-105.085001393073,39.4555435180664,-105.084953308105,1
39.455108537355,-105.085353242729,39.4555435180664,-105.084953308105,3
39.4549181229606,-105.085344706979,39.4555435180664,-105.084953308105,2
39.455168967391,-105.085809368017,39.4555435180664,-105.084953308105,1
39.4554082316161,-105.084791565396,39.4555435180664,-105.084953308105,3
39.4551352250644,-105.084385235636,39.4558792114258,-105.085151672363,3
39.4551864769529,-105.084013026945,39.4558792114258,-105.085151672363,1
39.4550551991599,-105.084507534595,39.4558792114258,-105.085151672363,1
39.4552355477304,-105.084472049387,39.4558792114258,-105.085151672363,1
39.455246896761,-105.083929871373,39.4558792114258,-105.085151672363,3
39.4556015674282,-105.084112712308,39.4558792114258,-105.085151672363,1
39.4548490225546,-105.078545181826,39.4553031921387,-105.077842712402,5
39.4551114228794,-105.078405993399,39.4553031921387,-105.077842712402,1
39.4556052318827,-105.077198529139,39.4554252624512,-105.076705932617,4
39.4557145558171,-105.076263989554,39.4552268981934,-105.076332092285,4
39.455472400362,-105.076332613297,39.4552268981934,-105.076332092285,2
39.4551565176496,-105.074782953638,39.4550704956055,-105.075477600098,2
39.4553248734583,-105.074733541911,39.4550704956055,-105.075477600098,2
